id,PLOT_ID,NDRE_sum,NDRE_count,NDRE_mean,NDRE_median,NDRE_std,NDRE_var,NDRE_min,NDRE_max,MTCI_sum,MTCI_count,MTCI_mean,MTCI_median,MTCI_std,MTCI_var,MTCI_min,MTCI_max,NDVI_sum,NDVI_count,NDVI_mean,NDVI_median,NDVI_std,NDVI_var,NDVI_min,NDVI_max,NDWI_sum,NDWI_count,NDWI_mean,NDWI_median,NDWI_std,NDWI_var,NDWI_min,NDWI_max,MSI_sum,MSI_count,MSI_mean,MSI_median,MSI_std,MSI_var,MSI_min,MSI_max,WI_sum,WI_count,WI_mean,WI_median,WI_std,WI_var,WI_min,WI_max,SAVI_sum,SAVI_count,SAVI_mean,SAVI_median,SAVI_std,SAVI_var,SAVI_min,SAVI_max,EVI_sum,EVI_count,EVI_mean,EVI_median,EVI_std,EVI_var,EVI_min,EVI_max,EXG_sum,EXG_count,EXG_mean,EXG_median,EXG_std,EXG_var,EXG_min,EXG_max,CIgreen_sum,CIgreen_count,CIgreen_mean,CIgreen_median,CIgreen_std,CIgreen_var,CIgreen_min,CIgreen_max,NDCI_sum,NDCI_count,NDCI_mean,NDCI_median,NDCI_std,NDCI_var,NDCI_min,NDCI_max,PSRI_sum,PSRI_count,PSRI_mean,PSRI_median,PSRI_std,PSRI_var,PSRI_min,PSRI_max,SIPI_sum,SIPI_count,SIPI_mean,SIPI_median,SIPI_std,SIPI_var,SIPI_min,SIPI_max,stage,experiment,average_height_m,genotype,fractional_cover,LPT_70,ALS,WALS
1,AYT-Z--1_1,2413.1081601589394,38979,0.0619079032340218,0.0616046945214271,0.0502137944677625,0.0025214251548506,-0.2153711084525436,0.3091444104738315,5683.6856150091535,38979,0.145814043844356,0.1380591057763354,0.1231195459754875,0.0151584226012102,-0.3620676733370855,0.9738240359077136,35773.00599714607,38979,0.9177507375034268,0.9194636260347144,0.0192690828269394,0.0003712975529914,0.7912192745320062,0.9698024865738786,35928.00895053704,38979,0.9217273134389554,0.9237867241843944,0.0185600935446023,0.0003444770723843,0.7882393348251424,0.970782128686388,1675.877184417679,38979,0.0429943606664531,0.0419577494842453,0.0105472027271201,0.0001112434853669,0.015330224036139,0.1165578823522553,1013434.192096858,38979,25.999491831418403,25.242147166576416,6.47493522779703,41.92478620416697,8.444624658448895,67.45125637432174,53646.08668491764,38979,1.376281759021977,1.378849693937174,0.0289019111225417,0.0008353204665353,1.186432452312022,1.4544531274713302,83252.41841278586,38979,2.135827456137558,2.1318177583510693,0.0630345388801466,0.0039733530918327,1.923617450846706,2.329454495324925,1711481.79459621,38979,43.9077912362095,44.40616226196289,14.667199717324293,215.12674754787776,11.686239242553713,97.88365936279295,974455.192096858,38979,24.999491831418403,24.242147166576416,6.47493522779703,41.92478620416697,7.444624658448895,66.45125637432174,35360.13492625283,38979,0.9071585963275824,0.9095604468912004,0.0227472118944127,0.0005174356489693,0.7635101287433931,0.9685850655189008,84.43585596190853,38979,0.0021661883568564,0.002374720296656,0.0023984943416175,5.752775106771549e-06,-0.0125895564786872,0.0099897502696171,36693.22989418877,38979,0.9413589341488692,0.9432851281762512,0.0167780509284036,0.0002815029929561,0.8203455564394996,0.9838311612176798,6,AYT-Z,0.0082548921927809,1,0.499730624182252,1.12,1.21,0.98
127,AYT-Z--1_10,718.7595871238248,38980,0.0184391889975327,0.0192324069536962,0.0646615618655979,0.0041811175828985,-0.2582780783014861,0.3543914383867129,1949.548177621436,38980,0.0500140630482666,0.0411536502797722,0.1447978207942077,0.0209664089067514,-0.4253620258651719,1.1685746687149163,35556.20578882989,38980,0.9121653614374008,0.9136432016487264,0.0217172094213575,0.000471637185051,0.8090513227388668,0.9737867351041845,35670.09746920819,38980,0.9150871592921548,0.9169544350652918,0.020701398927587,0.0004285479175591,0.8075343377166936,0.9720531256453494,1795.8146281766087,38980,0.0460701546479376,0.0451269067697017,0.0119330517739979,0.0001423977246409,0.0132806976709324,0.1055518297690088,936270.2316480464,38980,24.01924657896476,23.083164484241884,6.342547358487814,40.22790699466075,9.391463995567332,70.564353659721,53319.430736392176,38980,1.367866360605238,1.3700694160208684,0.0325263311382292,0.0010579622173137,1.2131537158805936,1.4602018190480623,82864.97367857963,38980,2.1258330856485284,2.1237191881996784,0.0721417025530186,0.0052044252472482,1.836823641863644,2.366010304597745,1639137.9952878952,38980,42.050743850382126,41.18948841094972,13.965063074548231,195.0229866761105,11.736711502075195,101.46109771728516,897290.2316480464,38980,23.01924657896476,22.083164484241884,6.342547358487814,40.22790699466075,8.391463995567333,69.564353659721,35400.96121626779,38980,0.9081826889755718,0.9114531496615056,0.0263143783614889,0.0006924465085515,0.7814230523820722,0.9755305909301908,62.7011797375191,38980,0.0016085474535022,0.0017847709484605,0.0020423538445319,4.17120922627432e-06,-0.0089497009931627,0.00843367040577,36505.16642110952,38980,0.9365101698591464,0.9385211214952008,0.0184940038536408,0.0003420281785384,0.8438791368397848,0.9852048106344272,7,AYT-Z,0.039352361112833,10,0.4185736275012827,1.56,1.83,1.73
141,AYT-Z--1_11,576.7375106242458,38982,0.0147949697456324,0.013805202396302,0.0654743722648512,0.0042868934234763,-0.2718471457059023,0.3352876882590975,1671.6186874829186,38982,0.042881809232028,0.0296696395366701,0.1493592223360614,0.022308177296833,-0.4420667023890616,1.098253454077456,35042.58918329324,38982,0.8989428244649643,0.8994439508872997,0.0177523647441372,0.0003151464540088,0.8114288881835818,0.9598406500561526,35315.32417191369,38982,0.9059392584247524,0.9069870296848734,0.017438887536737,0.0003041147985189,0.8133984875691521,0.9577907795335002,2078.124943077069,38982,0.0533098595012331,0.0529397295801939,0.0098701908308321,9.74206670370421e-05,0.020491130206273,0.1041007533039338,818991.2981672717,38982,21.009473556186745,20.50237750954308,4.166946984933809,17.363447175248968,9.71802674022363,46.38301200296603,52547.24797231808,38982,1.347987480691552,1.348755881034453,0.0265676570156322,0.0007058403993002,1.216087326091107,1.4394036536480694,80735.33991893214,38982,2.071092809987485,2.0647572906164706,0.0592855568134312,0.0035147772466785,1.7722320116236017,2.338955701049628,1421489.7049338818,38982,36.46528410378846,35.71848011016845,11.793517710852512,139.0870599961919,9.582472801208496,87.0044326782226,780009.2981672717,38982,20.009473556186745,19.50237750954308,4.166946984933809,17.363447175248968,8.71802674022363,45.38301200296603,34893.60348131942,38982,0.8951209143019706,0.8974654078098603,0.0237830476310888,0.0005656333546226,0.7759496949114205,0.9564637503374932,150.87013446129174,38982,0.0038702512559974,0.0043059541358452,0.0023994004441429,5.757122491353576e-06,-0.0070351380119373,0.0110987287309339,36141.216490254126,38982,0.9271257629227369,0.9283594521607688,0.0159970181401325,0.0002559045893757,0.8465362425797263,0.9757337783967124,7,AYT-Z,0.0389500819146633,11,0.2479092914678569,7.18,7.07,6.99
155,AYT-Z--1_12,1941.4856593050847,38979,0.0498085035353673,0.0466861794699426,0.0576349286109608,0.0033217849959905,-0.2032505965744543,0.3016074871753956,4618.511659269491,38979,0.1184871766661405,0.1018203682457098,0.1379165762225805,0.0190209819969588,-0.3461818769133375,0.9399344672005062,36269.796988227085,38979,0.9304958307865026,0.931739997347146,0.0124923175872777,0.0001560579987014,0.8769163568154955,0.966362662869616,36264.93800662467,38979,0.9303711743919716,0.9316896634330012,0.0128229177001362,0.0001644272183444,0.8743465599480627,0.9677200089732768,1405.067770058277,38979,0.0360467885286507,0.0353360197265654,0.0067250189777544,4.522588025115744e-05,0.017106375016954,0.0655775856700064,1118847.1931706131,38979,28.703845485277025,28.278145892875187,5.467615943771552,29.89482410858488,14.916794631116534,60.95788587252972,54389.67621612585,38979,1.3953584293113177,1.3972034177056072,0.0186991077891555,0.0003496566321104,1.3147328577407702,1.4491142906940775,85873.26402840143,38979,2.2030648305087723,2.204691381716524,0.0395986292867062,0.0015680514413859,1.992773192419888,2.342087283915691,1476705.0244467258,38979,37.88463081266133,36.05024337768555,13.288473617174988,176.5835310743557,12.602649688720703,79.75772094726562,1079868.1931706131,38979,27.703845485277025,27.278145892875187,5.467615943771552,29.89482410858488,13.916794631116534,59.95788587252972,35963.01610444648,38979,0.9226254163638492,0.925796163778236,0.018498163589834,0.0003421820561962,0.8202766016348697,0.966489256309749,-2.6990035639000527,38979,-6.92425040124183e-05,-6.768168737465827e-05,0.0013738551246466,1.887477903517952e-06,-0.0043123171330814,0.0042558312733204,37010.29727928832,38979,0.9494932471148136,0.9508624566433308,0.0115208935371467,0.0001327309878942,0.8967422660486947,0.980997471742743,7,AYT-Z,0.0366307124495506,12,0.3228918135406244,0.0,0.01,0.0
169,AYT-Z--1_13,1118.4031614728449,38979,0.028692453923211,0.0276175304644466,0.0610539304323246,0.0037275824212351,-0.3772902193482827,0.2863597420358386,2778.405859456124,38979,0.0712795571835122,0.0591948314613094,0.1387975667022011,0.0192647645224519,-0.5650445384692335,0.8795096467251834,36024.083923817845,38979,0.924192101485873,0.9249054610150728,0.0121078690387828,0.0001466004926603,0.8721779199805471,0.9655650229839444,36123.82053443568,38979,0.926750828252025,0.9276656702985386,0.0115116449913153,0.000132517970406,0.8607174608815749,0.9648580926101776,1537.2724044363713,38979,0.0394384772425247,0.0390120660498968,0.0065505205250365,4.290931914892516e-05,0.017519123821088,0.0682745366534293,1052008.5780829454,38979,26.9891115237165,26.64938872392141,4.455523692634375,19.85169137562626,13.3593016946618,55.912107183437385,54020.53499722113,38979,1.3858881704820836,1.3869361550856003,0.0181228830759641,0.000328438890985,1.3078871005868535,1.4479722669340158,84513.59214024391,38979,2.168182666057208,2.165553462131717,0.0491112001728534,0.002411909982418,1.870025097846589,2.3641588600668246,1386923.6136524675,38979,35.58130310301618,33.91585350036621,11.77190122637062,138.57765848342612,14.307015419006348,75.14125442504883,1013029.5780829454,38979,25.9891115237165,25.64938872392141,4.455523692634375,19.85169137562626,12.3593016946618,54.912107183437385,35825.09429835258,38979,0.91908705452558,0.92213365870813,0.0176869135295609,0.0003128269102021,0.8325663546133986,0.9705985984334656,53.96284777886825,38979,0.0013844082141375,0.0015175649853634,0.0015183207135951,2.305297789332043e-06,-0.0076400899909059,0.0067833845945854,36856.65450642291,38979,0.9455515663927476,0.9466327705882228,0.0106576741811065,0.0001135860189506,0.897902942385946,0.9807930423364114,7,AYT-Z,0.0233491156250238,13,0.2503912363067292,0.34,0.6,0.41
183,AYT-Z--1_14,2297.4453908326136,38981,0.0589375693500067,0.0622121117042399,0.0720026482710032,0.0051843813580378,-0.3007330490412919,0.2989847281718126,5595.919073553423,38981,0.1435550415215983,0.1374541336182196,0.1701880816066775,0.0289639831209611,-0.4689400467021395,0.929493866617514,36589.36409118617,38981,0.938646111982406,0.9393754466720808,0.011731945725933,0.0001376385505162,0.8755336999609533,0.9729721486348332,36403.35847513403,38981,0.93387441253775,0.9348411720564448,0.0110228955388094,0.0001215042260595,0.8688326238931536,0.9660251782370244,1235.1396995607215,38981,0.0316856853226115,0.0312598333819011,0.0062604807499968,3.9193619221081294e-05,0.013699053675881,0.0663631370855335,1172674.2521994135,38981,30.08322650007474,29.69422921069924,5.171826943204651,26.74779393045756,14.247693895857449,57.8671226578594,54868.7255361009,38981,1.4075761405838974,1.408680406905551,0.0176408461120005,0.0003111994515472,1.3126886770565394,1.4591644971798847,87993.16065917902,38981,2.2573346158174243,2.259802932800351,0.0479256463787811,0.0022968675808239,2.014429722069077,2.384235410395156,1572093.533747673,38981,40.3297384302012,39.82781982421875,12.42897120449202,154.4793252020918,13.280803680419922,87.03677368164062,1133693.2521994135,38981,29.08322650007474,28.69422921069924,5.171826943204651,26.74779393045756,13.247693895857449,56.8671226578594,36283.81504417012,38981,0.9308077023208774,0.93224120100224,0.0153619900596051,0.0002359907385914,0.8341468672816014,0.9831231141493748,-99.06399096310456,38981,-0.0025413404213104,-0.0025461566246898,0.0016130312236013,2.601869728313017e-06,-0.0117330313301518,0.0051944552927789,37192.247970369644,38981,0.954112207751716,0.9549405974084404,0.0100897408943923,0.0001018028713159,0.9030604307445984,0.9838920095075814,6,AYT-Z,0.0272740665823221,14,0.3761832687719658,4.63,4.75,4.54
197,AYT-Z--1_15,3534.962447134012,38981,0.0906842422496603,0.093018918671968,0.0614522694175351,0.0037763814165653,-0.3148986765707965,0.3713708488461877,8527.108700631283,38981,0.2187503835363711,0.2134419746724833,0.1562898673128079,0.0244265226246551,-0.4949194233502638,1.2703375856101582,36485.0781435108,38981,0.9359708099718016,0.9376714628545568,0.012431000760035,0.0001545297798959,0.8653507432584505,0.9686148797717444,36373.99963023458,38981,0.9331212547198529,0.9346252801622708,0.0115629179564086,0.0001337010716666,0.862259962603836,0.9647400433424456,1290.9079143373322,38981,0.0331163365315751,0.0321667209020157,0.0066831606686845,4.46646365234516e-05,0.0159427425601367,0.0721844174497392,1159808.273570495,38981,29.75316881481991,29.592865330273334,5.0683007049435655,25.687672035731445,13.520106410655725,55.72156717105624,54710.28731511765,38981,1.4035116419567906,1.4060855565888064,0.0186932666635775,0.0003494382185556,1.2971665581039808,1.452595029874764,87609.93479205518,38981,2.247503522024965,2.252862641708077,0.0461846160604684,0.0021330187606528,1.862744335762641,2.4231562437587035,1311478.5881752968,38981,33.64404679652387,32.75252723693846,10.96180803546122,120.1612354063022,11.401592254638672,88.2870483398438,1120827.273570495,38981,28.75316881481991,28.592865330273334,5.0683007049435655,25.687672035731445,12.520106410655725,54.72156717105624,35997.92414631001,38981,0.9234735934509124,0.9256275781480938,0.015721156586746,0.0002471547644249,0.8245965729525487,0.9693876953110172,-59.13928924884617,38981,-0.0015171311471959,-0.0016804215898639,0.0015373970140041,2.363589578668808e-06,-0.0083724451526659,0.0091397549458163,37112.85114759088,38981,0.9520753994918262,0.9534202471210298,0.0105388303638848,0.0001110669454387,0.8881104864952277,0.98031960775659,7,AYT-Z,0.0177046824246644,15,0.1914009389189605,6.79,8.17,7.28
198,AYT-Z--1_16,2733.3220178697543,38981,0.0701193406497974,0.0705660335196822,0.0666790829418234,0.0044461001019625,-0.1754859010920753,0.3468376761597446,6635.785104847501,38981,0.1702312692041636,0.1584364072526152,0.1675124182807612,0.0280604102782687,-0.3080326794151658,1.1564708487411002,36228.50073970836,38981,0.929388695510848,0.9291832012972744,0.0126976457772467,0.0001612302082844,0.8623160992191515,0.976107884824233,36141.66246108087,38981,0.9271609876883834,0.9274170435735198,0.0115548536215883,0.0001335146422163,0.8556707813343815,0.9642818300438656,1428.3665362364686,38981,0.0366426345203167,0.0367081771472533,0.0068191514107134,4.65008259622347e-05,0.012090491293137,0.0739315419324237,1059217.3147604468,38981,27.17265628794661,26.55467810168107,4.621217796324617,21.355653921067344,12.8572079755631,54.993910171103735,54323.90893873915,38981,1.3935996751940471,1.3932731986410487,0.0190224241435662,0.0003618526202977,1.2927599259504046,1.4639418809511833,86342.78944972342,38981,2.214996779193028,2.21050053038699,0.0520318367822817,0.002707312038938,2.00849177752931,2.434630342308532,1308754.7641234398,38981,33.574171112168486,32.04372596740723,11.97645697656589,143.4355217115338,9.084985733032228,106.0033130645752,1020236.3147604468,38981,26.17265628794661,25.55467810168107,4.62121779632462,21.35565392106738,11.8572079755631,53.993910171103735,35810.47049440024,38981,0.918664746784337,0.9196033049278184,0.017408135195661,0.0003030431709904,0.7842279202436289,0.9769353593114936,-46.41683739289558,38981,-0.0011907554293859,-0.0008737569585085,0.0020858759101382,4.350878312495172e-06,-0.0120761872228153,0.0037693603290138,36940.06534504752,38981,0.9476428348438348,0.9478697992624836,0.0107371255919238,0.0001152858659767,0.8876127280802065,0.9826020065314772,7,AYT-Z,0.0149154858663678,16,0.1966086041917857,8.56,10.07,9.31
184,AYT-Z--1_17,2979.930606447881,38981,0.0764457198750129,0.0755079878406276,0.0672161265682623,0.0045180076708406,-0.2910628388548048,0.3881283857565774,7202.117676317095,38981,0.1847596951416612,0.1692859805074455,0.1698582447284798,0.0288518233022401,-0.4631955737487084,1.4003360788030337,36686.14518751822,38981,0.9411288881126244,0.9431398012478516,0.0122119859288583,0.0001491326003266,0.8519727382454214,0.9711100997476568,36513.060553299954,38981,0.9366886573792348,0.9383690193028388,0.0119115235605236,0.0001418843935329,0.8422363444959096,0.967630464761562,1183.826946157846,38981,0.0303693323967534,0.0292620215568811,0.00652497998233,4.25753637698085e-05,0.0146566649199563,0.0799295036571765,1233874.445879744,38981,31.653227107558653,31.451211669460232,5.850136801493691,34.22410059619083,11.677191040037382,60.78649107155076,55011.29838447058,38981,1.411233636501644,1.4142944279854042,0.0184002156149697,0.0003385679346773,1.2769715277083624,1.4563235963874104,88444.47614582861,38981,2.268912448265273,2.273546363835916,0.0393732383403088,0.0015502518974027,1.9184586656907228,2.3873612303325724,1316996.6951682568,38981,33.785605684006484,32.48734664916992,11.967783276568548,143.2278365549138,10.588459014892582,79.78572082519528,1194893.445879744,38981,30.653227107558653,30.451211669460232,5.850136801493691,34.22410059619083,10.677191040037382,59.78649107155076,36295.50673806208,38981,0.9311076354650232,0.9343488624798864,0.0172176810170834,0.000296448539606,0.7642475700236003,0.9688211842463132,-92.01306131971174,38981,-0.0023604592319261,-0.0024442884406669,0.0011638027438382,1.354436826565409e-06,-0.0082391389891926,0.0059385417904391,37258.355162530985,38981,0.9558080901601032,0.9575381390058696,0.0107136197527009,0.0001147816482054,0.8754898846186258,0.9804844244602172,7,AYT-Z,0.0300757065415382,17,0.1954798491572817,10.55,10.52,9.82
170,AYT-Z--1_18,2848.9477309612403,38979,0.0730892975951471,0.0727893621014276,0.0479232212839307,0.0022966351382285,-0.1519061469337488,0.2464188447067699,6561.932996117596,38979,0.1683453396987505,0.1619744520628684,0.1153750399897857,0.0133113998526446,-0.2728292629731353,0.68347748555114,36989.28117843499,38979,0.948954082414505,0.950982696833606,0.0152007958421999,0.0002310641942362,0.8435096967555042,0.9822219354048112,36584.31788074097,38979,0.9385648138931468,0.9400486758675496,0.0139322461410476,0.0001941074825347,0.8325235676555353,0.9711675698481298,1023.3619724567658,38979,0.0262541874459777,0.0251244171698435,0.0080455180141107,6.473036011538058e-05,0.0089687558580861,0.0848871603550074,1296034.5052606473,38979,33.24955758897476,32.36039743811828,7.82188270074962,61.18184898428617,10.941978772788818,68.36633469552574,55474.43718314891,38979,1.423187798125886,1.4262368312330846,0.0228103657572765,0.0005203127859807,1.2647962495317913,1.4730323706211723,89696.42801337762,38979,2.301147490017128,2.309647951981465,0.064686244418748,0.004184310217002,2.065436486778182,2.4320370334927257,2816059.7671334743,38979,72.24556215227365,72.81556701660156,18.535920845400792,343.5803615869636,24.249730110168457,131.2347869873047,1257055.5052606473,38979,32.24955758897476,31.36039743811828,7.821882700749615,61.1818489842861,9.941978772788818,67.36633469552574,36707.18314503038,38979,0.941716902563698,0.9437315284028558,0.015260482482368,0.0002328823255946,0.8440018460776133,0.979210677837879,-214.0104266161383,38979,-0.0054904032072689,-0.0057236081756846,0.0015199420012475,2.310223687156308e-06,-0.0114002439810934,0.0003765320570514,37482.10584982159,38979,0.9615974204012826,0.9630774096851664,0.0114854670597087,0.0001319159535796,0.8717347628329468,0.9875873775159684,7,AYT-Z,0.0263466984033584,18,0.9322199132866416,82.75,79.29,77.53
